COUNTY_NAM,Longitude,Latitude
Sinkhole,-90.1704,38.4482
Sinkhole,-90.1712,38.4482
Sinkhole,-90.1685,38.4491
Sinkhole,-90.1676,38.4497
Sinkhole,-90.1671,38.4503
Sinkhole,-90.1665,38.4502
Sinkhole,-90.1658,38.4504
Sinkhole,-90.1676,38.4505
Sinkhole,-90.1674,38.451
Sinkhole,-90.1672,38.4518
Sinkhole,-90.1669,38.4522
Sinkhole,-90.1662,38.452
Sinkhole,-90.1656,38.4516
Sinkhole,-90.1671,38.453
Sinkhole,-90.168,38.4525
Sinkhole,-90.1685,38.4529
Sinkhole,-90.1688,38.4535
Sinkhole,-90.1688,38.4521
Sinkhole,-90.1589,38.4549
Sinkhole,-90.1596,38.4542
Sinkhole,-90.1581,38.4547
Sinkhole,-90.1589,38.4554
Sinkhole,-90.1586,38.4554
Sinkhole,-90.1587,38.4561
Sinkhole,-90.158,38.4554
Sinkhole,-90.1599,38.4549
Sinkhole,-90.1604,38.4548
Sinkhole,-90.1612,38.4548
Sinkhole,-90.1609,38.4548
Sinkhole,-90.1616,38.4543
Sinkhole,-90.1615,38.4533
Sinkhole,-90.1623,38.4533
Sinkhole,-90.1631,38.4536
Sinkhole,-90.1638,38.4544
Sinkhole,-90.1637,38.4539
Sinkhole,-90.1625,38.4551
Sinkhole,-90.163,38.4552
Sinkhole,-90.1636,38.4553
Sinkhole,-90.1642,38.455
Sinkhole,-90.1647,38.4546
Sinkhole,-90.1653,38.4547
Sinkhole,-90.1617,38.4555
Sinkhole,-90.1626,38.4545
Sinkhole,-90.1608,38.4556
Sinkhole,-90.1547,38.4544
Sinkhole,-90.1674,38.4454
Sinkhole,-90.1666,38.4484
Sinkhole,-90.1696,38.4518
Sinkhole,-90.1715,38.451
Sinkhole,-90.1712,38.4497
Sinkhole,-90.1699,38.4523
Sinkhole,-90.1631,38.4518
Sinkhole,-90.1652,38.4525
Sinkhole,-90.1651,38.4532
Sinkhole,-90.1659,38.4536
Sinkhole,-90.166,38.4543
Sinkhole,-90.1669,38.454
Sinkhole,-90.1675,38.454
Sinkhole,-90.1672,38.4545
Sinkhole,-90.1668,38.4549
Sinkhole,-90.1662,38.4549
Sinkhole,-90.1675,38.455
Sinkhole,-90.1663,38.457
Sinkhole,-90.1667,38.4562
Sinkhole,-90.1669,38.4555
Sinkhole,-90.1658,38.4557
Sinkhole,-90.1677,38.4555
Sinkhole,-90.1704,38.4564
Sinkhole,-90.1709,38.4558
Sinkhole,-90.1692,38.4561
Sinkhole,-90.1649,38.4568
Sinkhole,-90.1642,38.4569
Sinkhole,-90.1641,38.4562
Sinkhole,-90.1623,38.4567
Sinkhole,-90.1633,38.4573
Sinkhole,-90.1616,38.4573
Sinkhole,-90.1616,38.4581
Sinkhole,-90.1622,38.4583
Sinkhole,-90.1637,38.4585
Sinkhole,-90.1647,38.4589
Sinkhole,-90.1639,38.459
Sinkhole,-90.159,38.4569
Sinkhole,-90.1596,38.457
Sinkhole,-90.1594,38.4576
Sinkhole,-90.1584,38.4574
Sinkhole,-90.1579,38.4566
Sinkhole,-90.1581,38.457
Sinkhole,-90.1565,38.4581
Sinkhole,-90.1559,38.4583
Sinkhole,-90.1556,38.4575
Sinkhole,-90.1548,38.4573
Sinkhole,-90.1711,38.4607
Sinkhole,-90.1701,38.4609
Sinkhole,-90.171,38.4601
Sinkhole,-90.1697,38.4591
Sinkhole,-90.172,38.4592
Sinkhole,-90.1717,38.4579
Sinkhole,-90.1697,38.4584
Sinkhole,-90.1689,38.4581
Sinkhole,-90.1696,38.46
Sinkhole,-90.1686,38.4596
Sinkhole,-90.1662,38.4584
Sinkhole,-90.1655,38.4589
Sinkhole,-90.166,38.4592
Sinkhole,-90.1657,38.458
Sinkhole,-90.1648,38.4596
Sinkhole,-90.1642,38.4597
Sinkhole,-90.1637,38.4597
Sinkhole,-90.1631,38.4597
Sinkhole,-90.1627,38.4602
Sinkhole,-90.1635,38.4604
Sinkhole,-90.164,38.4602
Sinkhole,-90.1645,38.4608
Sinkhole,-90.1652,38.4603
Sinkhole,-90.1659,38.4603
Sinkhole,-90.1668,38.4603
Sinkhole,-90.1676,38.4605
Sinkhole,-90.1675,38.4609
Sinkhole,-90.169,38.4605
Sinkhole,-90.1687,38.4613
Sinkhole,-90.1684,38.462
Sinkhole,-90.1679,38.462
Sinkhole,-90.1661,38.4616
Sinkhole,-90.1655,38.4616
Sinkhole,-90.1648,38.4616
Sinkhole,-90.1639,38.4612
Sinkhole,-90.1621,38.4605
Sinkhole,-90.1628,38.4611
Sinkhole,-90.1594,38.4592
Sinkhole,-90.16,38.4595
Sinkhole,-90.1607,38.4594
Sinkhole,-90.159,38.4584
Sinkhole,-90.1602,38.4581
Sinkhole,-90.1558,38.4565
Sinkhole,-90.1551,38.4565
Sinkhole,-90.1545,38.4562
Sinkhole,-90.1544,38.4558
Sinkhole,-90.1539,38.4561
Sinkhole,-90.1537,38.4567
Sinkhole,-90.1518,38.4562
Sinkhole,-90.1526,38.4562
Sinkhole,-90.1531,38.4557
Sinkhole,-90.1516,38.4556
Sinkhole,-90.1523,38.4553
Sinkhole,-90.1528,38.4594
Sinkhole,-90.1534,38.4594
Sinkhole,-90.1541,38.4593
Sinkhole,-90.1547,38.4592
Sinkhole,-90.1744,38.4595
Sinkhole,-90.1731,38.4584
Sinkhole,-90.1784,38.4536
Sinkhole,-90.1777,38.4537
Sinkhole,-90.179,38.4547
Sinkhole,-90.1745,38.4542
Sinkhole,-90.1747,38.4513
Sinkhole,-90.1804,38.4553
Sinkhole,-90.1798,38.4547
Sinkhole,-90.1796,38.4559
Sinkhole,-90.1802,38.456
Sinkhole,-90.1742,38.4556
Sinkhole,-90.1618,38.5385
Sinkhole,-90.1627,38.5383
Sinkhole,-90.1616,38.5375
Sinkhole,-90.1628,38.5374
Sinkhole,-90.1643,38.5372
Sinkhole,-90.1634,38.5361
Sinkhole,-90.1647,38.5364
Sinkhole,-90.1648,38.5358
Sinkhole,-90.1657,38.5368
Sinkhole,-90.1633,38.5356
Sinkhole,-90.1636,38.5348
Sinkhole,-90.1622,38.5348
Sinkhole,-90.1654,38.535
Sinkhole,-90.1649,38.535
Sinkhole,-90.166,38.5358
Sinkhole,-90.1656,38.5342
Sinkhole,-90.1667,38.533
Sinkhole,-90.1658,38.5327
Sinkhole,-90.1643,38.5332
Sinkhole,-90.1637,38.5337
Sinkhole,-90.1631,38.5339
Sinkhole,-90.1613,38.5344
Sinkhole,-90.1617,38.5335
Sinkhole,-90.1607,38.5367
Sinkhole,-90.1621,38.5364
Sinkhole,-90.1636,38.5321
Sinkhole,-90.1639,38.5304
Sinkhole,-90.166,38.5308
Sinkhole,-90.1661,38.5299
Sinkhole,-90.167,38.5299
Sinkhole,-90.1673,38.5305
Sinkhole,-90.1674,38.5293
Sinkhole,-90.1619,38.5265
Sinkhole,-90.1697,38.5288
Sinkhole,-90.1769,38.5306
Sinkhole,-90.1779,38.5314
Sinkhole,-90.179,38.5304
Sinkhole,-90.178,38.5301
Sinkhole,-90.1747,38.5281
Sinkhole,-90.1736,38.5281
Sinkhole,-90.1762,38.5287
Sinkhole,-90.1753,38.5286
Sinkhole,-90.1629,38.5215
Sinkhole,-90.163,38.52
Sinkhole,-90.1622,38.5223
Sinkhole,-90.1604,38.5217
Sinkhole,-90.1612,38.5212
Sinkhole,-90.1667,38.5211
Sinkhole,-90.1647,38.5234
Sinkhole,-90.1665,38.5244
Sinkhole,-90.1506,38.5222
Sinkhole,-90.1479,38.5207
Sinkhole,-90.1482,38.5201
Sinkhole,-90.1504,38.5233
Sinkhole,-90.1495,38.5244
Sinkhole,-90.1815,38.5295
Sinkhole,-90.1806,38.5294
Sinkhole,-90.1811,38.5289
Sinkhole,-90.1819,38.5285
Sinkhole,-90.1826,38.5281
Sinkhole,-90.1822,38.5289
Sinkhole,-90.1842,38.5278
Sinkhole,-90.1835,38.5278
Sinkhole,-90.1847,38.527
Sinkhole,-90.1831,38.5272
Sinkhole,-90.1806,38.5286
Sinkhole,-90.1816,38.5277
Sinkhole,-90.1823,38.5264
Sinkhole,-90.1815,38.5265
Sinkhole,-90.1807,38.5269
Sinkhole,-90.1807,38.5267
Sinkhole,-90.1797,38.5282
Sinkhole,-90.1833,38.5257
Sinkhole,-90.183,38.5254
Sinkhole,-90.1782,38.5225
Sinkhole,-90.176,38.521
Sinkhole,-90.175,38.5214
Sinkhole,-90.1737,38.5205
Sinkhole,-90.1748,38.5205
Sinkhole,-90.1744,38.52
Sinkhole,-90.1773,38.5203
Sinkhole,-90.1776,38.5188
Sinkhole,-90.1767,38.5187
Sinkhole,-90.1812,38.52
Sinkhole,-90.182,38.5196
Sinkhole,-90.1768,38.5178
Sinkhole,-90.1769,38.5173
Sinkhole,-90.1877,38.5169
Sinkhole,-90.1871,38.5162
Sinkhole,-90.1867,38.5164
Sinkhole,-90.1855,38.5155
Sinkhole,-90.1839,38.5172
Sinkhole,-90.183,38.5169
Sinkhole,-90.1825,38.5171
Sinkhole,-90.1837,38.5166
Sinkhole,-90.1851,38.5151
Sinkhole,-90.184,38.5149
Sinkhole,-90.1834,38.5147
Sinkhole,-90.1848,38.5143
Sinkhole,-90.184,38.5142
Sinkhole,-90.1809,38.5174
Sinkhole,-90.1797,38.5177
Sinkhole,-90.1818,38.5159
Sinkhole,-90.1819,38.5168
Sinkhole,-90.1819,38.5163
Sinkhole,-90.1827,38.5161
Sinkhole,-90.1806,38.5148
Sinkhole,-90.182,38.5188
Sinkhole,-90.1797,38.5195
Sinkhole,-90.1854,38.5136
Sinkhole,-90.1848,38.5135
Sinkhole,-90.1841,38.5136
Sinkhole,-90.185,38.5129
Sinkhole,-90.1854,38.5123
Sinkhole,-90.1861,38.5118
Sinkhole,-90.1853,38.5117
Sinkhole,-90.1848,38.5121
Sinkhole,-90.1841,38.5129
Sinkhole,-90.1868,38.5142
Sinkhole,-90.1862,38.5143
Sinkhole,-90.1862,38.5134
Sinkhole,-90.1865,38.5128
Sinkhole,-90.1798,38.5149
Sinkhole,-90.1799,38.5145
Sinkhole,-90.1789,38.5147
Sinkhole,-90.1789,38.5141
Sinkhole,-90.1784,38.5144
Sinkhole,-90.179,38.5136
Sinkhole,-90.1796,38.5137
Sinkhole,-90.1802,38.5138
Sinkhole,-90.1804,38.5134
Sinkhole,-90.1797,38.5132
Sinkhole,-90.1793,38.5132
Sinkhole,-90.1783,38.5132
Sinkhole,-90.1792,38.5125
Sinkhole,-90.1776,38.5133
Sinkhole,-90.1762,38.5136
Sinkhole,-90.1771,38.5124
Sinkhole,-90.177,38.5116
Sinkhole,-90.1773,38.5118
Sinkhole,-90.1824,38.5156
Sinkhole,-90.1803,38.5152
Sinkhole,-90.18,38.5161
Sinkhole,-90.1789,38.5117
Sinkhole,-90.1791,38.5114
Sinkhole,-90.1836,38.5108
Sinkhole,-90.1831,38.5106
Sinkhole,-90.1823,38.5104
Sinkhole,-90.1818,38.5105
Sinkhole,-90.1813,38.5105
Sinkhole,-90.1801,38.5106
Sinkhole,-90.1804,38.5111
Sinkhole,-90.1803,38.5127
Sinkhole,-90.1815,38.5115
Sinkhole,-90.18,38.5117
Sinkhole,-90.1806,38.5121
Sinkhole,-90.1843,38.5108
Sinkhole,-90.1842,38.5112
Sinkhole,-90.1756,38.5124
Sinkhole,-90.1786,38.5112
Sinkhole,-90.1778,38.5113
Sinkhole,-90.1778,38.5115
Sinkhole,-90.1776,38.5109
Sinkhole,-90.1837,38.5101
Sinkhole,-90.183,38.5099
Sinkhole,-90.1824,38.5098
Sinkhole,-90.1815,38.5099
Sinkhole,-90.182,38.51
Sinkhole,-90.1816,38.5101
Sinkhole,-90.1854,38.51
Sinkhole,-90.1851,38.5089
Sinkhole,-90.1845,38.5081
Sinkhole,-90.1839,38.5085
Sinkhole,-90.1841,38.509
Sinkhole,-90.1832,38.5091
Sinkhole,-90.1839,38.5096
Sinkhole,-90.1837,38.508
Sinkhole,-90.1832,38.5077
Sinkhole,-90.1828,38.5082
Sinkhole,-90.1833,38.5085
Sinkhole,-90.1813,38.5083
Sinkhole,-90.1806,38.5081
Sinkhole,-90.1796,38.5077
Sinkhole,-90.1797,38.5086
Sinkhole,-90.1802,38.5085
Sinkhole,-90.1805,38.5086
Sinkhole,-90.1809,38.5085
Sinkhole,-90.1799,38.5093
Sinkhole,-90.1799,38.5101
Sinkhole,-90.1719,38.5135
Sinkhole,-90.1689,38.5165
Sinkhole,-90.1718,38.517
Sinkhole,-90.173,38.5152
Sinkhole,-90.1721,38.5124
Sinkhole,-90.1727,38.5118
Sinkhole,-90.1673,38.5154
Sinkhole,-90.1673,38.5164
Sinkhole,-90.1657,38.5156
Sinkhole,-90.1696,38.5125
Sinkhole,-90.1703,38.5141
Sinkhole,-90.1735,38.5133
Sinkhole,-90.1769,38.516
Sinkhole,-90.1719,38.5183
Sinkhole,-90.1701,38.5186
Sinkhole,-90.1688,38.5177
Sinkhole,-90.1678,38.5186
Sinkhole,-90.1877,38.507
Sinkhole,-90.1894,38.5065
Sinkhole,-90.1887,38.5066
Sinkhole,-90.189,38.5063
Sinkhole,-90.1893,38.5058
Sinkhole,-90.1889,38.5049
Sinkhole,-90.1882,38.5048
Sinkhole,-90.1872,38.5042
Sinkhole,-90.1883,38.5041
Sinkhole,-90.1893,38.5042
Sinkhole,-90.1893,38.5035
Sinkhole,-90.1881,38.5033
Sinkhole,-90.1861,38.5043
Sinkhole,-90.188,38.5055
Sinkhole,-90.1843,38.5049
Sinkhole,-90.1832,38.5068
Sinkhole,-90.1829,38.5062
Sinkhole,-90.1831,38.5051
Sinkhole,-90.1822,38.5058
Sinkhole,-90.182,38.5067
Sinkhole,-90.1825,38.507
Sinkhole,-90.1818,38.507
Sinkhole,-90.1812,38.5071
Sinkhole,-90.1808,38.507
Sinkhole,-90.18,38.5068
Sinkhole,-90.1807,38.5066
Sinkhole,-90.1818,38.5063
Sinkhole,-90.179,38.5049
Sinkhole,-90.1789,38.5043
Sinkhole,-90.1768,38.504
Sinkhole,-90.1777,38.5054
Sinkhole,-90.1775,38.5068
Sinkhole,-90.1768,38.507
Sinkhole,-90.1766,38.5065
Sinkhole,-90.1744,38.5069
Sinkhole,-90.1756,38.5064
Sinkhole,-90.1748,38.506
Sinkhole,-90.1755,38.505
Sinkhole,-90.1738,38.5058
Sinkhole,-90.1731,38.5061
Sinkhole,-90.1736,38.5066
Sinkhole,-90.1726,38.5069
Sinkhole,-90.1721,38.5062
Sinkhole,-90.1715,38.5065
Sinkhole,-90.1718,38.507
Sinkhole,-90.1735,38.505
Sinkhole,-90.1746,38.5042
Sinkhole,-90.176,38.5043
Sinkhole,-90.1746,38.5034
Sinkhole,-90.1734,38.5039
Sinkhole,-90.1761,38.5028
Sinkhole,-90.1761,38.5033
Sinkhole,-90.1767,38.5026
Sinkhole,-90.1774,38.5025
Sinkhole,-90.1772,38.5033
Sinkhole,-90.1777,38.5035
Sinkhole,-90.1785,38.504
Sinkhole,-90.1777,38.5049
Sinkhole,-90.1769,38.5051
Sinkhole,-90.1763,38.5053
Sinkhole,-90.1766,38.5047
Sinkhole,-90.1762,38.5057
Sinkhole,-90.1769,38.506
Sinkhole,-90.1784,38.5032
Sinkhole,-90.1803,38.5024
Sinkhole,-90.1817,38.5031
Sinkhole,-90.1808,38.5046
Sinkhole,-90.1803,38.5046
Sinkhole,-90.1811,38.5051
Sinkhole,-90.1806,38.5053
Sinkhole,-90.1818,38.5042
Sinkhole,-90.1831,38.5036
Sinkhole,-90.1781,38.5022
Sinkhole,-90.1737,38.5025
Sinkhole,-90.1798,38.506
Sinkhole,-90.186,38.5077
Sinkhole,-90.1894,38.5023
Sinkhole,-90.1896,38.5009
Sinkhole,-90.1872,38.5015
Sinkhole,-90.1876,38.5006
Sinkhole,-90.1834,38.501
Sinkhole,-90.1713,38.505
Sinkhole,-90.1709,38.5057
Sinkhole,-90.1801,38.5038
Sinkhole,-90.1911,38.5039
Sinkhole,-90.1917,38.5026
Sinkhole,-90.1902,38.5024
Sinkhole,-90.1906,38.5014
Sinkhole,-90.1884,38.4985
Sinkhole,-90.1884,38.4979
Sinkhole,-90.1864,38.4984
Sinkhole,-90.1856,38.4988
Sinkhole,-90.1866,38.5
Sinkhole,-90.1853,38.5003
Sinkhole,-90.1846,38.5002
Sinkhole,-90.1831,38.5004
Sinkhole,-90.183,38.4997
Sinkhole,-90.1837,38.4994
Sinkhole,-90.1841,38.4998
Sinkhole,-90.1844,38.4993
Sinkhole,-90.1843,38.4985
Sinkhole,-90.1837,38.4986
Sinkhole,-90.183,38.4984
Sinkhole,-90.185,38.4983
Sinkhole,-90.1844,38.497
Sinkhole,-90.1866,38.497
Sinkhole,-90.1867,38.4976
Sinkhole,-90.1865,38.5013
Sinkhole,-90.1823,38.4993
Sinkhole,-90.17,38.4935
Sinkhole,-90.1714,38.493
Sinkhole,-90.1722,38.4929
Sinkhole,-90.1737,38.493
Sinkhole,-90.1744,38.4927
Sinkhole,-90.1753,38.4929
Sinkhole,-90.1749,38.4919
Sinkhole,-90.1711,38.4914
Sinkhole,-90.1744,38.4908
Sinkhole,-90.1734,38.4901
Sinkhole,-90.1725,38.4909
Sinkhole,-90.1727,38.4915
Sinkhole,-90.1721,38.4939
Sinkhole,-90.1716,38.4948
Sinkhole,-90.1739,38.4943
Sinkhole,-90.1762,38.4936
Sinkhole,-90.177,38.4937
Sinkhole,-90.1684,38.4923
Sinkhole,-90.1689,38.4914
Sinkhole,-90.1681,38.4917
Sinkhole,-90.1691,38.4932
Sinkhole,-90.1678,38.4939
Sinkhole,-90.1679,38.4932
Sinkhole,-90.1667,38.4928
Sinkhole,-90.1661,38.4924
Sinkhole,-90.1671,38.4912
Sinkhole,-90.1664,38.4939
Sinkhole,-90.1669,38.4943
Sinkhole,-90.1687,38.494
Sinkhole,-90.1681,38.4945
Sinkhole,-90.1675,38.495
Sinkhole,-90.1741,38.4949
Sinkhole,-90.1738,38.4954
Sinkhole,-90.1745,38.4955
Sinkhole,-90.1738,38.4961
Sinkhole,-90.1721,38.4966
Sinkhole,-90.1723,38.4972
Sinkhole,-90.1706,38.4966
Sinkhole,-90.1719,38.4959
Sinkhole,-90.1752,38.4971
Sinkhole,-90.1756,38.4968
Sinkhole,-90.1762,38.4968
Sinkhole,-90.1768,38.4969
Sinkhole,-90.1763,38.4976
Sinkhole,-90.1756,38.4984
Sinkhole,-90.1779,38.4965
Sinkhole,-90.1794,38.4964
Sinkhole,-90.1784,38.4958
Sinkhole,-90.1769,38.4959
Sinkhole,-90.1771,38.4951
Sinkhole,-90.1779,38.4951
Sinkhole,-90.1762,38.4949
Sinkhole,-90.1681,38.4955
Sinkhole,-90.1676,38.4953
Sinkhole,-90.1777,38.4927
Sinkhole,-90.179,38.4931
Sinkhole,-90.1776,38.4939
Sinkhole,-90.1794,38.4949
Sinkhole,-90.1795,38.4942
Sinkhole,-90.1802,38.494
Sinkhole,-90.1802,38.4936
Sinkhole,-90.1803,38.4948
Sinkhole,-90.1809,38.4943
Sinkhole,-90.1821,38.4936
Sinkhole,-90.1812,38.4909
Sinkhole,-90.1816,38.4922
Sinkhole,-90.1802,38.4925
Sinkhole,-90.1738,38.4992
Sinkhole,-90.1755,38.4996
Sinkhole,-90.1828,38.4971
Sinkhole,-90.1838,38.4962
Sinkhole,-90.1845,38.496
Sinkhole,-90.1862,38.4957
Sinkhole,-90.1843,38.4945
Sinkhole,-90.1855,38.4936
Sinkhole,-90.1863,38.4941
Sinkhole,-90.1859,38.4946
Sinkhole,-90.1732,38.4997
Sinkhole,-90.1729,38.5005
Sinkhole,-90.1732,38.4983
Sinkhole,-90.1731,38.499
Sinkhole,-90.1733,38.4976
Sinkhole,-90.1684,38.4978
Sinkhole,-90.1665,38.4974
Sinkhole,-90.1653,38.4992
Sinkhole,-90.1645,38.4988
Sinkhole,-90.1653,38.4975
Sinkhole,-90.1638,38.4997
Sinkhole,-90.1661,38.5004
Sinkhole,-90.1665,38.4991
Sinkhole,-90.1678,38.4991
Sinkhole,-90.1682,38.4998
Sinkhole,-90.1673,38.4999
Sinkhole,-90.1668,38.5005
Sinkhole,-90.1675,38.5005
Sinkhole,-90.1677,38.501
Sinkhole,-90.1688,38.5011
Sinkhole,-90.1695,38.5004
Sinkhole,-90.1692,38.4998
Sinkhole,-90.1703,38.4994
Sinkhole,-90.1695,38.4991
Sinkhole,-90.1707,38.4997
Sinkhole,-90.1706,38.5007
Sinkhole,-90.1703,38.5013
Sinkhole,-90.1652,38.5011
Sinkhole,-90.1621,38.5013
Sinkhole,-90.1632,38.4997
Sinkhole,-90.1616,38.5008
Sinkhole,-90.164,38.5008
Sinkhole,-90.1644,38.5006
Sinkhole,-90.1636,38.5011
Sinkhole,-90.1617,38.5024
Sinkhole,-90.1614,38.5033
Sinkhole,-90.1689,38.5084
Sinkhole,-90.1704,38.5069
Sinkhole,-90.1802,38.5017
Sinkhole,-90.1645,38.4942
Sinkhole,-90.1653,38.4941
Sinkhole,-90.1585,38.4923
Sinkhole,-90.1593,38.4932
Sinkhole,-90.1586,38.4933
Sinkhole,-90.1592,38.4938
Sinkhole,-90.1587,38.494
Sinkhole,-90.16,38.4944
Sinkhole,-90.161,38.4938
Sinkhole,-90.16,38.4936
Sinkhole,-90.1608,38.4932
Sinkhole,-90.1613,38.4932
Sinkhole,-90.1611,38.4928
Sinkhole,-90.1596,38.4937
Sinkhole,-90.1575,38.4927
Sinkhole,-90.1598,38.4925
Sinkhole,-90.1583,38.4963
Sinkhole,-90.1588,38.4966
Sinkhole,-90.159,38.497
Sinkhole,-90.1653,38.497
Sinkhole,-90.1675,38.4959
Sinkhole,-90.1678,38.4959
Sinkhole,-90.1682,38.4959
Sinkhole,-90.1533,38.4952
Sinkhole,-90.1525,38.4965
Sinkhole,-90.1586,38.4906
Sinkhole,-90.1575,38.4881
Sinkhole,-90.1616,38.4931
Sinkhole,-90.1631,38.4927
Sinkhole,-90.1641,38.4928
Sinkhole,-90.1626,38.4942
Sinkhole,-90.1927,38.4909
Sinkhole,-90.1918,38.4907
Sinkhole,-90.1911,38.4906
Sinkhole,-90.1913,38.49
Sinkhole,-90.1896,38.4909
Sinkhole,-90.1884,38.4908
Sinkhole,-90.1854,38.491
Sinkhole,-90.1862,38.491
Sinkhole,-90.1837,38.4913
Sinkhole,-90.1828,38.4911
Sinkhole,-90.1872,38.4921
Sinkhole,-90.1845,38.4923
Sinkhole,-90.1847,38.4915
Sinkhole,-90.182,38.4911
Sinkhole,-90.1805,38.4904
Sinkhole,-90.1832,38.4934
Sinkhole,-90.1841,38.4932
Sinkhole,-90.1845,38.4883
Sinkhole,-90.1856,38.4877
Sinkhole,-90.1867,38.4868
Sinkhole,-90.1844,38.4872
Sinkhole,-90.1837,38.4865
Sinkhole,-90.1831,38.4868
Sinkhole,-90.1827,38.4871
Sinkhole,-90.1831,38.4861
Sinkhole,-90.1849,38.4856
Sinkhole,-90.1845,38.4861
Sinkhole,-90.1814,38.4855
Sinkhole,-90.1804,38.4853
Sinkhole,-90.1809,38.4844
Sinkhole,-90.1799,38.4846
Sinkhole,-90.1809,38.4838
Sinkhole,-90.1801,38.4832
Sinkhole,-90.182,38.4834
Sinkhole,-90.179,38.4844
Sinkhole,-90.1781,38.4843
Sinkhole,-90.1771,38.4845
Sinkhole,-90.1773,38.4837
Sinkhole,-90.1782,38.4851
Sinkhole,-90.1815,38.4881
Sinkhole,-90.1895,38.4901
Sinkhole,-90.1952,38.4846
Sinkhole,-90.1938,38.4849
Sinkhole,-90.1925,38.4852
Sinkhole,-90.1933,38.4856
Sinkhole,-90.1949,38.4862
Sinkhole,-90.1894,38.485
Sinkhole,-90.1912,38.4839
Sinkhole,-90.1909,38.4833
Sinkhole,-90.1899,38.4836
Sinkhole,-90.1917,38.4846
Sinkhole,-90.1745,38.4886
Sinkhole,-90.1734,38.489
Sinkhole,-90.1728,38.4893
Sinkhole,-90.1731,38.4881
Sinkhole,-90.1739,38.4875
Sinkhole,-90.1732,38.4861
Sinkhole,-90.1741,38.4865
Sinkhole,-90.1754,38.4864
Sinkhole,-90.1722,38.4869
Sinkhole,-90.1729,38.4852
Sinkhole,-90.1738,38.4852
Sinkhole,-90.1709,38.486
Sinkhole,-90.1712,38.4867
Sinkhole,-90.1709,38.4888
Sinkhole,-90.1706,38.4879
Sinkhole,-90.1717,38.4853
Sinkhole,-90.1709,38.4852
Sinkhole,-90.1694,38.4856
Sinkhole,-90.1697,38.4862
Sinkhole,-90.1692,38.4865
Sinkhole,-90.1681,38.4872
Sinkhole,-90.1665,38.4873
Sinkhole,-90.1696,38.4876
Sinkhole,-90.1701,38.4871
Sinkhole,-90.1706,38.4869
Sinkhole,-90.169,38.4886
Sinkhole,-90.1685,38.4887
Sinkhole,-90.1677,38.4887
Sinkhole,-90.1679,38.4895
Sinkhole,-90.1689,38.4897
Sinkhole,-90.1674,38.4902
Sinkhole,-90.1721,38.4847
Sinkhole,-90.1711,38.4846
Sinkhole,-90.1694,38.4836
Sinkhole,-90.1701,38.4832
Sinkhole,-90.1684,38.4844
Sinkhole,-90.17,38.4843
Sinkhole,-90.1764,38.4841
Sinkhole,-90.1757,38.483
Sinkhole,-90.1759,38.4823
Sinkhole,-90.177,38.4825
Sinkhole,-90.1782,38.4821
Sinkhole,-90.179,38.4827
Sinkhole,-90.1796,38.482
Sinkhole,-90.1809,38.482
Sinkhole,-90.1746,38.483
Sinkhole,-90.174,38.4827
Sinkhole,-90.1731,38.483
Sinkhole,-90.1685,38.4821
Sinkhole,-90.1676,38.4843
Sinkhole,-90.1691,38.4826
Sinkhole,-90.1702,38.4821
Sinkhole,-90.171,38.4821
Sinkhole,-90.1717,38.4827
Sinkhole,-90.172,38.4815
Sinkhole,-90.1723,38.4818
Sinkhole,-90.1731,38.4821
Sinkhole,-90.1732,38.4817
Sinkhole,-90.173,38.4811
Sinkhole,-90.173,38.4806
Sinkhole,-90.1713,38.4805
Sinkhole,-90.1724,38.481
Sinkhole,-90.1741,38.4813
Sinkhole,-90.1748,38.4808
Sinkhole,-90.1738,38.4805
Sinkhole,-90.1726,38.4843
Sinkhole,-90.1717,38.4834
Sinkhole,-90.1647,38.4865
Sinkhole,-90.1674,38.4815
Sinkhole,-90.169,38.4812
Sinkhole,-90.1681,38.4808
Sinkhole,-90.1675,38.4808
Sinkhole,-90.1671,38.4809
Sinkhole,-90.1704,38.481
Sinkhole,-90.1764,38.4802
Sinkhole,-90.1734,38.4786
Sinkhole,-90.1726,38.4789
Sinkhole,-90.173,38.4796
Sinkhole,-90.1735,38.48
Sinkhole,-90.1721,38.48
Sinkhole,-90.1719,38.4793
Sinkhole,-90.1711,38.4794
Sinkhole,-90.1706,38.4797
Sinkhole,-90.1706,38.4791
Sinkhole,-90.1702,38.4785
Sinkhole,-90.1738,38.4793
Sinkhole,-90.1644,38.4789
Sinkhole,-90.1691,38.4804
Sinkhole,-90.1698,38.4799
Sinkhole,-90.1711,38.478
Sinkhole,-90.1688,38.4775
Sinkhole,-90.1705,38.4766
Sinkhole,-90.1718,38.4769
Sinkhole,-90.1742,38.4774
Sinkhole,-90.1736,38.4776
Sinkhole,-90.1726,38.4781
Sinkhole,-90.1726,38.4762
Sinkhole,-90.167,38.4801
Sinkhole,-90.1664,38.4801
Sinkhole,-90.1676,38.4799
Sinkhole,-90.1672,38.4792
Sinkhole,-90.1675,38.4788
Sinkhole,-90.1668,38.4789
Sinkhole,-90.1678,38.4795
Sinkhole,-90.1666,38.4795
Sinkhole,-90.1646,38.4774
Sinkhole,-90.1648,38.4767
Sinkhole,-90.1654,38.4766
Sinkhole,-90.164,38.4768
Sinkhole,-90.1634,38.477
Sinkhole,-90.1638,38.4775
